,bitcoin_price,ethereum_price,dogecoin_price,date,bitcoin_volume,ethereum_volume,dogecoin_volume
46,13061.751252327329,324.22812860515785,0.0033192220021042813,2020-07-04,25083510637.307487,6556057151.102829,90916719.31438431
47,13150.337767665756,329.87004581315904,0.003327005391179463,2020-07-05,23965061019.41936,7070561419.946773,95876349.58694293
48,13075.50688578196,327.91529476745217,0.0033199011590377353,2020-07-06,24927478107.553764,7554803055.6473875,105325073.78072643
49,13392.165908909481,346.22536078590764,0.003728304115732915,2020-07-07,31518141317.43506,10342060670.219303,125096937.0749762
50,13320.324187129427,343.9822008038888,0.004393584758892403,2020-07-08,27271835541.499325,9198305005.743654,319133855.2043206
51,13502.503946790795,353.387803546362,0.006791296782020257,2020-07-09,29645116275.78869,9814344983.42918,1661072448.0194364
52,13268.86125401269,347.71825976799374,0.006284938340904746,2020-07-10,27987315234.30041,7838659065.725413,619162395.2573451
53,13360.5541325776,346.7975496464841,0.005101160559112702,2020-07-11,26229738393.453842,7122147996.574639,399036107.291231
54,13286.78443539558,344.03171035586314,0.005474499019262882,2020-07-12,23261964554.635124,6260289227.311524,290164570.35675853
55,13373.820120026545,347.77262011214805,0.005234911917560602,2020-07-13,24703629294.843613,7614874148.827305,186139178.86491853
56,13305.635340713769,345.05229454842254,0.00455151785324673,2020-07-14,26271663419.087605,8313685368.369337,257943823.53288847
57,13240.995669400349,344.01944437077447,0.004713334341081237,2020-07-15,27417233976.05321,6865642695.734263,201833981.28745824
58,13129.603316398872,340.5588720611789,0.004407983372600826,2020-07-16,23633115363.725216,6595421386.335226,156355945.10350606
59,13096.271817613635,335.18299802650296,0.004290859645571618,2020-07-17,26891353352.62563,6932889794.263036,171413017.48996446
60,13089.748909285785,332.78277067539466,0.0043852259652167385,2020-07-18,23589226632.88971,6211409670.447666,172509493.65122136
61,13107.084373372913,336.92811480436455,0.00499959313261702,2020-07-19,22356631578.521336,6217822023.400014,350595876.3713828
62,13141.565484202158,341.1483632179447,0.004837711395126024,2020-07-20,22970332859.95531,6358777037.351246,262015523.348548
63,13045.040610641898,336.02588469464484,0.004603499422613622,2020-07-21,24316330982.858944,7335149875.333475,225272557.87953344
64,13147.534801175949,343.6090025984239,0.004630501180220279,2020-07-22,28087394195.634216,7176622905.608473,210615769.65600652
65,13325.316936250852,369.4652714003787,0.004597781205858108,2020-07-23,27594355054.345745,9184020065.095572,144306945.00157
66,13501.504367201216,386.7833849629018,0.004640772874695459,2020-07-24,37965640834.14699,10748958716.850115,152296373.03286758
67,13421.452417448652,393.2824045862226,0.004537443102203812,2020-07-25,50402446027.51419,10622842599.313702,158916191.96762112
68,13640.856210020342,429.328979695683,0.0045896491364379914,2020-07-26,51690471425.7122,14578966688.809809,156418008.77344733
69,13976.043586979158,437.2276518215112,0.0045543646284666416,2020-07-27,27757364286.516903,14401370658.521208,150316987.4606753
70,15318.66000163919,447.8334297361503,0.004365817301706222,2020-07-28,48482497930.032906,21045513620.41912,163423428.25407434
71,15232.772558790479,441.9797521086671,0.004456185295613242,2020-07-29,38606154917.467125,17407903893.237225,142024198.6373764
72,15455.06589277229,442.37955943309004,0.004410355921673922,2020-07-30,32937008031.94705,14409550659.96835,134452437.50621837
73,15447.25378357859,464.6703253654435,0.0044976150924719615,2020-07-31,30940041618.047062,14623700650.770699,135651995.94615614
74,15864.78727719916,484.68032729287535,0.004487721889278308,2020-08-01,31279491586.750977,16303057291.570559,122563176.83194882
75,16546.334457244535,543.4281918069987,0.0051926127875502335,2020-08-02,36699379456.200066,21543564847.05836,265762150.6417927
76,15494.400152312473,518.9421793679863,0.004673201545832493,2020-08-03,38622345606.34061,21280653787.601498,188678074.1431136
77,15782.087131802451,542.7692046886286,0.004754516766825736,2020-08-04,28924476652.40363,15702329958.609674,150835146.66481838
78,15594.413975880487,542.891808029731,0.004936540741545077,2020-08-05,28627428868.157475,16889765897.874775,166141465.6092072
79,16274.494378657497,555.7344234707186,0.004869599370784809,2020-08-06,31051062286.719326,14690236537.207918,164478192.77090082
80,16268.353935894544,545.4176652595024,0.0049193917128664034,2020-08-07,30127255837.79547,15449182748.104788,146665362.78402597
81,16168.86329838456,529.7663115392583,0.004863254282751937,2020-08-08,30216287802.767803,17424046332.73866,241168273.12019613
82,16400.01210293918,546.9102549637054,0.004890808459574863,2020-08-09,24150351683.105892,10403110102.661081,243793222.28520298
83,16320.709845380023,544.2954423061135,0.004832404349095989,2020-08-10,23820674585.564224,8298512674.657779,219202757.4317485
84,16579.120197280557,552.5034592927516,0.004880994547722435,2020-08-11,33745274241.37823,17779133870.23717,231774111.04264465
85,15951.186295908086,530.7248503084467,0.004748013158842993,2020-08-12,34213266056.873417,18370451705.826817,233123989.8557928
86,16159.173052535001,540.7391657404451,0.00483971778141497,2020-08-13,31821620762.20465,17873795085.126377,268602250.5176933
87,16532.342479090417,598.0635836427087,0.004866400813554266,2020-08-14,34633594801.08192,24373640761.665783,261669086.99142152
88,16420.66318355559,611.7460538682241,0.00497140645868659,2020-08-15,30186868461.349483,21676001636.792587,235093520.74663588
89,16542.68052052811,603.2300649733768,0.00492988686738001,2020-08-16,29677637909.91642,14312438407.159672,194274350.7045639
90,16547.14696767527,602.7281786528897,0.004906503124205137,2020-08-17,26707434944.916622,17633306927.451756,214066310.25237778
91,17011.30666546019,596.0491338746403,0.004996575584788958,2020-08-18,35321373657.992035,16213872828.622393,216671320.01334155
92,16477.35441623213,581.856292496351,0.004829161649654491,2020-08-19,34232253109.48448,16628338493.03316,226932191.39134526
93,16331.375000358423,565.7788669520871,0.004761307574588685,2020-08-20,32548118129.92206,17888326222.44903,217990353.32632908
94,16458.416869341276,577.8559786518894,0.0047824437800388945,2020-08-21,28240475346.736107,14658151311.050098,240217024.3109878
95,16082.126231723929,540.2417281707264,0.004726553726580694,2020-08-22,32689525272.29945,17483359258.083424,244421452.0345268
96,16307.344804544182,552.8965795076989,0.004809424821629402,2020-08-23,27335526224.62381,14822188171.674421,222531143.79306367
97,16256.710432256998,545.4142352686179,0.004761951177232194,2020-08-24,25774217562.991543,13643158340.023415,192253273.23665833
98,16402.553968696164,569.5003470097274,0.0047470040350540465,2020-08-25,27984150057.876232,15354607653.724533,216551863.205237
99,15757.388389597621,532.6089949682571,0.004565837987990891,2020-08-26,32516832918.058243,17848970572.225735,217716135.19066447
100,15825.257689159105,532.4580331023517,0.004539061941428125,2020-08-27,28806971402.328663,14429817831.52262,235665959.6484768
